,hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date
5346,Resort Hotel,1,3,2016,April,18,26,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,59.0,0,0,Canceled,2016-04-23
107167,City Hotel,0,174,2017,March,10,5,2,2,2,0.0,0,BB,FRA,Groups,TA/TO,0,0,0,A,A,0,No Deposit,,,0,Transient-Party,90.0,0,1,Check-Out,2017-03-09
86139,City Hotel,0,130,2016,March,13,25,1,2,2,0.0,0,BB,CHE,Online TA,TA/TO,0,0,0,B,B,0,No Deposit,9.0,,0,Contract,102.58,0,1,Check-Out,2016-03-28
2785,Resort Hotel,1,155,2015,October,44,31,0,1,2,0.0,0,BB,PRT,Groups,Direct,0,0,0,A,A,0,Non Refund,,,0,Transient,36.0,0,0,Canceled,2015-10-26
7759,Resort Hotel,1,31,2016,August,35,25,0,2,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,D,D,3,No Deposit,250.0,,0,Transient,197.1,0,1,Canceled,2016-08-17
61974,City Hotel,1,78,2016,December,53,29,1,3,3,1.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,G,G,0,No Deposit,,,0,Transient-Party,274.2,0,0,Canceled,2016-11-21
53969,City Hotel,1,85,2016,July,28,3,2,3,1,0.0,0,BB,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,108.9,0,0,Canceled,2016-05-23
61733,City Hotel,1,108,2016,December,52,24,2,3,2,0.0,0,SC,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,97.0,0,1,Canceled,2016-11-27
46312,City Hotel,1,197,2015,December,53,29,0,4,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,8.0,,0,Transient,110.43,0,0,Canceled,2015-08-20
114833,City Hotel,0,93,2017,June,25,22,2,3,2,0.0,0,BB,DEU,Groups,TA/TO,0,0,0,A,A,0,No Deposit,21.0,,0,Transient-Party,85.0,0,0,Check-Out,2017-06-27
103255,City Hotel,0,34,2016,December,51,16,0,1,2,0.0,0,SC,TUR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,88.0,0,2,Check-Out,2016-12-17
9853,Resort Hotel,1,10,2017,January,2,13,0,2,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,250.0,,0,Transient,44.0,0,0,Canceled,2017-01-04
95452,City Hotel,0,320,2016,August,34,18,0,2,2,0.0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient-Party,115.0,0,1,Check-Out,2016-08-20
81587,City Hotel,1,197,2016,June,23,3,1,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,21.0,,25,Transient,80.0,0,0,Canceled,2015-12-14
2782,Resort Hotel,1,155,2015,October,44,31,0,1,1,0.0,0,BB,PRT,Groups,Direct,0,0,0,A,D,0,No Deposit,,,0,Transient,36.0,0,0,Canceled,2015-10-29
73091,City Hotel,1,83,2017,August,33,14,1,2,2,1.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,170.0,0,1,Canceled,2017-05-24
56888,City Hotel,1,433,2016,September,38,15,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,62.0,0,0,Canceled,2015-10-21
11753,Resort Hotel,1,199,2017,May,22,28,2,2,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,410.0,,0,Transient,38.0,0,1,Canceled,2017-03-03
74799,City Hotel,1,216,2015,August,32,5,2,4,2,0.0,0,BB,PRT,Online TA,TA/TO,0,1,0,A,A,0,No Deposit,9.0,,0,Transient,76.5,0,0,Canceled,2015-04-02
110744,City Hotel,0,161,2017,April,17,28,1,2,3,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,166.5,0,0,Check-Out,2017-05-01
5038,Resort Hotel,1,21,2016,April,16,14,1,3,2,0.0,0,BB,BRA,Direct,Direct,0,0,0,F,F,2,No Deposit,250.0,,0,Transient,101.0,0,0,Canceled,2016-04-11
110756,City Hotel,0,27,2017,April,17,28,1,2,2,0.0,0,SC,AUT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,115.0,0,2,Check-Out,2017-05-01
108873,City Hotel,0,81,2017,March,13,31,1,2,2,0.0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,92.4,0,0,Check-Out,2017-04-03
30043,Resort Hotel,0,24,2016,November,45,5,2,5,2,0.0,1,Undefined,PRT,Direct,Direct,0,0,0,G,G,2,No Deposit,250.0,,0,Transient,143.97,0,2,Check-Out,2016-11-12
2431,Resort Hotel,0,32,2015,October,42,14,0,1,2,0.0,0,HB,FRA,Direct,Direct,0,0,0,E,E,0,No Deposit,250.0,,0,Transient,117.0,1,0,Check-Out,2015-10-15
111150,City Hotel,0,88,2017,May,18,4,0,3,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,,0,Transient,128.0,0,2,Check-Out,2017-05-07
19676,Resort Hotel,0,30,2015,December,53,30,0,1,2,0.0,0,BB,ESP,Direct,Direct,0,0,0,A,D,0,No Deposit,,,0,Transient,50.0,0,0,Check-Out,2015-12-31
60121,City Hotel,1,95,2016,November,45,5,0,1,1,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,,,0,Transient-Party,75.0,0,0,Canceled,2016-10-21
29577,Resort Hotel,0,159,2016,October,44,28,1,2,2,0.0,0,BB,AUS,Direct,Direct,0,0,0,E,E,1,No Deposit,250.0,,0,Transient,71.2,0,0,Check-Out,2016-10-31
91437,City Hotel,0,0,2016,June,26,21,0,1,1,0.0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,129.0,0,1,Check-Out,2016-06-22
29083,Resort Hotel,0,219,2016,October,43,16,2,2,2,0.0,0,HB,DEU,Groups,Corporate,0,0,0,E,G,0,No Deposit,,,0,Transient-Party,81.0,0,0,Check-Out,2016-10-20
104729,City Hotel,0,29,2017,January,3,18,0,3,1,0.0,0,BB,FIN,Groups,TA/TO,0,0,0,A,A,0,No Deposit,171.0,,0,Transient-Party,65.0,0,0,Check-Out,2017-01-21
58028,City Hotel,1,167,2016,October,41,5,0,2,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,83.0,,0,Transient,78.2,0,0,Canceled,2016-04-25
115019,City Hotel,0,164,2017,June,26,26,1,3,2,0.0,0,HB,LUX,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,163.8,0,2,Check-Out,2017-06-30
112886,City Hotel,0,183,2017,May,22,28,2,0,2,0.0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,9.0,,0,Transient,108.0,0,1,Check-Out,2017-05-30
8111,Resort Hotel,1,118,2016,September,38,11,2,4,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,129.0,0,0,Canceled,2016-06-20
19717,Resort Hotel,0,14,2015,December,53,29,0,4,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,129.0,0,1,Check-Out,2016-01-02
27924,Resort Hotel,0,52,2016,September,38,13,0,2,2,0.0,0,BB,CN,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,154.1,0,1,Check-Out,2016-09-15
59758,City Hotel,1,166,2016,November,45,1,0,3,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,236.0,,0,Transient,110.0,0,0,Canceled,2016-07-13
52589,City Hotel,1,31,2016,June,24,8,0,2,2,0.0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,110.7,0,1,No-Show,2016-06-08
85903,City Hotel,1,65,2016,March,13,23,0,0,2,0.0,0,BB,ARG,Online TA,TA/TO,0,0,0,A,B,2,No Deposit,9.0,,0,Transient,0.0,0,0,No-Show,2016-03-23
94193,City Hotel,0,301,2016,July,31,30,1,1,2,0.0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,6.0,,0,Transient-Party,115.0,0,1,Check-Out,2016-08-01
49053,City Hotel,0,120,2016,April,15,5,0,4,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,11.0,,0,Transient,94.86,0,0,Check-Out,2016-04-09
71077,City Hotel,1,142,2017,June,26,28,0,1,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,3.0,,0,Transient,125.0,0,0,Canceled,2017-02-06
24223,Resort Hotel,0,1,2017,January,2,14,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,1,0,1,A,A,0,No Deposit,240.0,,0,Transient,48.0,0,1,Check-Out,2017-01-15
41381,City Hotel,0,40,2015,August,33,15,2,2,2,0.0,0,BB,ESP,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient-Party,62.0,0,0,Check-Out,2015-08-19
115505,City Hotel,0,171,2017,July,27,3,1,3,3,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,153.9,0,1,Check-Out,2017-07-07
8219,Resort Hotel,1,128,2016,September,39,18,4,6,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,177.0,,0,Transient,116.0,0,0,Canceled,2016-07-18
103329,City Hotel,0,2,2016,December,52,18,2,0,2,0.0,0,BB,SWE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,96.0,0,1,Check-Out,2016-12-20
11282,Resort Hotel,1,221,2017,April,18,30,2,5,2,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,D,D,0,No Deposit,,,0,Transient-Party,83.43,0,0,Canceled,2017-03-06
80180,City Hotel,0,0,2015,November,46,9,1,3,2,0.0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,,0,Contract,106.0,1,1,Check-Out,2015-11-13
80723,City Hotel,0,67,2015,November,47,21,1,1,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Contract,79.2,0,1,Check-Out,2015-11-23
11429,Resort Hotel,1,123,2017,May,19,7,2,5,2,0.0,0,BB,CHE,Direct,Direct,0,0,0,D,D,0,No Deposit,250.0,,0,Transient,90.0,0,1,Canceled,2017-03-13
86536,City Hotel,0,59,2016,March,14,29,2,5,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,101.27,0,2,Check-Out,2016-04-05
77137,City Hotel,0,1,2017,May,18,3,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,4,A,A,0,No Deposit,,40.0,0,Transient,67.0,1,0,Check-Out,2017-05-04
24887,Resort Hotel,0,4,2016,June,24,7,0,0,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,B,0,No Deposit,,47.0,0,Transient,0.0,0,0,Check-Out,2016-06-07
69624,City Hotel,1,111,2017,June,22,2,1,2,2,0.0,0,SC,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,126.0,0,0,Canceled,2017-02-17
18557,Resort Hotel,0,1,2015,November,48,24,0,0,2,0.0,0,BB,PRT,Online TA,TA/TO,1,0,0,D,D,0,No Deposit,240.0,,0,Transient,0.0,0,1,Check-Out,2015-11-24
30855,Resort Hotel,0,0,2016,December,50,5,1,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,D,0,No Deposit,,43.0,0,Transient-Party,30.0,0,0,Check-Out,2016-12-07
22017,Resort Hotel,0,14,2016,March,12,14,1,1,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240.0,,0,Transient,52.0,1,0,Check-Out,2016-03-16
14183,Resort Hotel,0,2,2016,December,49,2,0,1,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,E,0,No Deposit,330.0,,0,Transient,34.0,0,1,Check-Out,2016-12-03
33201,Resort Hotel,0,94,2017,February,7,13,1,3,3,0.0,0,HB,JAM,Groups,TA/TO,0,0,0,A,A,1,No Deposit,152.0,,0,Transient-Party,88.0,0,0,Check-Out,2017-02-17
89252,City Hotel,0,3,2016,May,20,13,2,4,2,0.0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,9.0,,0,Transient,122.33,0,2,Check-Out,2016-05-19
57966,City Hotel,1,184,2016,October,41,4,0,3,2,1.0,0,BB,NOR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,125.1,0,0,Canceled,2016-04-03
81809,City Hotel,1,117,2016,February,10,29,1,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,19.0,,44,Transient,75.0,0,0,Canceled,2015-12-18
12211,Resort Hotel,1,165,2017,June,25,18,2,2,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,410.0,,0,Transient,49.95,0,2,Canceled,2017-04-11
3682,Resort Hotel,0,65,2015,December,53,30,0,4,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,102.6,0,2,Check-Out,2016-01-03
48304,City Hotel,1,47,2016,March,13,20,2,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,28.0,,0,Transient,85.0,0,0,No-Show,2016-03-20
